#
#model:
#
#<?xml version="1.0" encoding="UTF-8" standalone="no"?><input id="posterior" spec="beast.core.util.CompoundDistribution">
#    <distribution id="prior" spec="beast.core.util.CompoundDistribution">
#        <distribution id="BayesianSkyline.t:sav GI.2.tree" spec="beast.evolution.tree.coalescent.BayesianSkyline">
#            <parameter dimension="5" id="bPopSizes.t:sav GI.2.tree" lower="0.0" name="popSizes" upper="380000.0">380.0</parameter>
#            <groupSizes dimension="5" id="bGroupSizes.t:sav GI.2.tree" spec="beast.core.parameter.IntegerParameter">1</groupSizes>
#            <treeIntervals id="BSPTreeIntervals.t:sav GI.2.tree" spec="beast.evolution.tree.coalescent.TreeIntervals">
#                <tree id="Tree.t:sav GI.2.tree">
#                    <trait id="dateTrait.t:sav GI.2.tree" spec="beast.evolution.tree.TraitSet" traitname="date" value="FJ844411.5_GI.2/Kecskemet/HUN3739_HUN_2008=2008,SaV/9-5/Taipei/07/TW_EU124657.1_GI.2_2007=2007,Potsdam/2000-AF294739._GI.2_2000=2000,Parkville_U73124.1_GI.2_1997=1997,Nobeoka-1-3-day6/2005_AB455800.1_GI.2_2005=2005,Nobeoka-1-3-day28/2005_AB455802_GI.2_2005=2005,Nobeoka-1-3-day14/2005_AB455801.1_GI.2_2005=2005,Nobeoka-1-2-day25/2005_AB455799_GI.2_2005=2005,Nobeoka-1-2-day15/2005__AB455798.1_GI.2_2005=2005,Nobeoka-1-1-day3/2005_AB455796.1_GI.2_2005=2005,Nobeoka-1-1-day11/2005_AB455797.1_GI.2_2005=2005,Miyagi/GeO38/2009_AB630340_GI.2_2009=2009,Houston/90_U95644.1_GI.2_1990=1990,AF294739_Potsdam_germany_GI.2_2000=2000,AB614356_BR_DF01_BRA_GI.2_2009=2009,Chiba/041413/2004_AB258427.1_GI.2_2004=2004,MK250983/BRA/2015/GI.2/TO-65_2015=2015,MK250985_BRA/TO-66_2015=2015,MK250987_Hu/BRA/GI.2/TO-89_2014=2014,MK250988_Hu/BRA/GI.2/TO-90_2015=2015,MK250986_Hu/BRA/GI.2/TO-07_2013=2013,MK250984_Hu/BRA/GI.2/TO-31_2014=2014,MG012442.1_SapovirusUS/Oakland3023_GI.2_2016=2016,Aichi/2010_AB607855.1_GI.2_2010=2010,MG012441.1_Sapovirus/Oakland6371_GI.2_2016=2016,MG012440.1_Sapovirus_Nashville9411_GI.2_2015=2015,KM092508.1_isolate_13-SaV-2-3_GI.2_2013=2013,KM092507.1_isolate_13-SaV-2-2_GI.2_2013=2013,KM092506.1_Sapovirus_isolate_13-SaV-1-2_GI.2_2013=2013,JX993277.1_Sapovirus_G1/BE-HPI01/DE_GI.2_2012=2012,LC081178.1_Sapovirus_OH13068_GI.2_2013=2013,LC081170.1_Sapovirus_OH13033_GI.2_2013=2013,LC081169.1_Sapovirus_OH13028_JPN_GI.2_2013=2013,LC081166.1_Sapovirus_OH13019_JPN_GI.2_2013=2013,LC081164.1_Sapovirus_OH13013_JPN_GI.2_2013=2013,LC081162.1_Sapovirus_OH12095_JPN_GI.2_2012=2012,LC081155.1_Sapovirus/OH12009_GI.2_2012=2012,MG132178.1/Shenzhen-23_CHN_GI.2_2016=2016,MG132174.1_/Shenzhen-4_CHN_GI.2_2016=2016,MG515479.1_Shenzhen-22_CHN_GI.2_2016=2016,MG515478.1_Shenzhen-10_CHN_GI.2_2016=2016,MG515477.1_Sapovirus_Shenzhen-5_CHN_GI.2_2016=2016,MG515476.1_Sapovirus/Shenzhen-2_CHN_GI.2_2016=2016,23_peru_SP265X_GI.2_2018=2018,18_peru_SP223X_GI.2_2018=2018,17_peru_SP223X_GI.2_2018=2018,16_peru_SP223X_GI.2_2018=2018,15_peru_SP223X_GI.2_2018=2018,14_peru_SP223X_GI.2_2018=2018,s67_22_miyagi_outbr_GI.2_2013k4_2013=2013,s66_21_miyagi_outbr_GI.2_2013k4_2013=2013,s70_25_miyagi_outbr_GI.2_2013k4_2013=2013,s69_24_miyagi_outbr_GI.2_2013k4_2013=2013,s68_23_miyagi_outbr_GI.2_2013k4_2013=2013,SN091X_TG22010_phil_batch7_2018=2018,SN091X_TG21997_phil_batch7_2018=2018,SN091X_TG21995_phil_batch7_2018=2018">
#                        <taxa id="TaxonSet.sav GI" spec="beast.evolution.alignment.TaxonSet">
#                        </taxa>
#                    </trait>
#                    <taxonset idref="TaxonSet.sav GI"/>
#                </tree>
#            </treeIntervals>
#        </distribution>
#        <distribution id="MarkovChainedPopSizes.t:sav GI.2.tree" jeffreys="true" parameter="@bPopSizes.t:sav GI.2.tree" spec="beast.math.distributions.MarkovChainDistribution"/>
#        <prior id="ClockPrior.c:sav GI.2.clock" name="distribution">
#            <parameter id="clockRate.c:sav GI.2.clock" name="x">1.0</parameter>
#            <Uniform id="Uniform.0" name="distr" upper="Infinity"/>
#        </prior>
#    </distribution>
#    <distribution id="likelihood" spec="beast.core.util.CompoundDistribution" useThreads="true">
#        <distribution data="@sav GI" id="treeLikelihood.sav GI" spec="beast.evolution.likelihood.ThreadedTreeLikelihood" tree="@Tree.t:sav GI.2.tree">
#            <siteModel id="SiteModel.s:sav GI.1.mod" spec="beast.evolution.sitemodel.SiteModel">
#                <parameter estimate="false" id="mutationRate.s:sav GI.1.mod" name="mutationRate">1.0</parameter>
#                <parameter estimate="false" id="gammaShape.s:sav GI.1.mod" name="shape">1.0</parameter>
#                <parameter estimate="false" id="proportionInvariant.s:sav GI.1.mod" lower="0.0" name="proportionInvariant" upper="1.0">0.0</parameter>
#                <substModel id="JTT.s:sav GI.1.mod" spec="beast.evolution.substitutionmodel.JTT"/>
#            </siteModel>
#            <branchRateModel clock.rate="@clockRate.c:sav GI.2.clock" id="StrictClock.c:sav GI.2.clock" spec="beast.evolution.branchratemodel.StrictClockModel"/>
#        </distribution>
#    </distribution>
#</input>
#
Sample	posterior	likelihood	prior	treeLikelihood	TreeHeight	clockRate	BayesianSkyline	bPopSizes.1	bPopSizes.2	bPopSizes.3	bPopSizes.4	bPopSizes.5	bGroupSizes.1	bGroupSizes.2	bGroupSizes.3	bGroupSizes.4	bGroupSizes.5
510000	-2784.859990356822	-2636.8312152719914	-148.02877508483056	-2636.8312152719914	33.49358492527095	0.0018241051449188598	-136.04313706418492	1.9086281115653332	4.250758007197721	6.406468201899302	6.438394013326467	5.066615118811947	7	15	8	20	6
520000	-2781.3427925600768	-2635.2331995536338	-146.10959300644296	-2635.2331995536338	35.59317172578794	0.001717172897053601	-131.98608246292795	1.1218168167260385	4.093791994056544	6.183894785115477	14.743300946802107	6.30205145433065	13	20	4	1	18
530000	-2801.499064198016	-2640.7975350521274	-160.70152914588868	-2640.7975350521274	33.71133396039177	0.0017657111011966555	-146.5969916252465	4.876217830795448	7.609029735648428	8.541177374145622	10.795112098601598	4.702751561234864	25	11	3	3	14
540000	-2799.2329917817465	-2639.9163284187725	-159.31666336297394	-2639.9163284187725	30.752297954670638	0.001577847099294961	-146.08311114337823	3.1461152144517888	2.337184446870129	11.308696457631635	3.5016971216056434	1.8290223286941847	4	9	27	7	9
550000	-2808.455790841441	-2637.463883512435	-170.99190732900567	-2637.463883512435	31.75912700415946	0.001738259854802178	-157.485576839452	6.555687535496647	13.433464335219377	7.081273115736142	3.6734560908551614	2.91784240180602	29	2	8	2	15
560000	-2797.1227862995165	-2646.0477053318764	-151.07508096763996	-2646.0477053318764	32.79113101882183	0.0018160799169263727	-140.29148083128416	1.7526901132463897	3.501960991470722	6.649121731679599	4.822388598094748	1.5345701388244763	5	14	21	14	2
570000	-2803.5767546608963	-2646.048570923239	-157.5281837376574	-2646.048570923239	32.35486052025652	0.0015481375167001985	-145.42972238801707	3.67624064199327	5.207357136884646	8.285343570485999	3.7086087052982553	3.576129767838333	5	28	18	3	2
580000	-2797.4665135546147	-2642.4712433788577	-154.9952701757571	-2642.4712433788577	31.278700154724795	0.0015456841509100864	-141.50296208131286	3.051832037173888	5.4580111846247625	3.812175164785094	11.35464720355272	3.752687380849887	9	15	7	10	15
590000	-2793.31694989954	-2636.163688227787	-157.15326167175266	-2636.163688227787	34.09582896318259	0.001761967775340326	-144.5532861952182	1.227631735108463	2.922794353051467	2.8475212866674733	10.960523472574145	5.176450681652057	7	5	3	1	40
600000	-2797.8532805669156	-2637.3088788061964	-160.544401760719	-2637.3088788061964	31.90604921793012	0.0016276371733880222	-145.4171226964233	4.356189287436554	15.032172629365125	13.514132448712497	5.649187690231018	2.0949817588299697	31	5	9	9	2
610000	-2800.9332345315484	-2643.6987635955275	-157.2344709360208	-2643.6987635955275	31.934147462075103	0.0016100456481876564	-146.5993417404839	5.002022685462768	7.863775792843747	3.691161479788232	1.4920365126583262	1.7924858521735827	14	28	9	1	4
620000	-2802.3912859317993	-2641.7860640572703	-160.60522187452904	-2641.7860640572703	33.061594451736205	0.0017411065509754593	-148.0625964808987	3.101686720936641	3.3905592174313783	6.818771279913024	5.950373800372531	8.19794784907072	4	6	25	18	3
630000	-2793.809820267357	-2645.8547275878113	-147.9550926795456	-2645.8547275878113	31.014043329789306	0.001652376528720358	-136.2966874753536	1.6147124044149206	2.5529827159402347	8.039677913198062	5.554153201704846	3.0150398896545982	2	12	24	2	16
640000	-2782.0319185525823	-2638.7791750623273	-143.25274349025472	-2638.7791750623273	28.981099974715747	0.0016286461091807676	-133.21208279646333	2.6531652858973476	3.692050432658366	6.670997370122982	2.4546487581853014	1.0330189234487077	12	4	28	5	7
650000	-2798.594264428844	-2642.362949420012	-156.23131500883193	-2642.362949420012	34.95710190805293	0.0015601465853980884	-143.45242297856183	4.662298423067308	9.740230195813378	1.740858381553396	4.413590082500954	2.56593644328848	26	18	2	8	2
660000	-2785.6698641047324	-2641.6877750199583	-143.9820890847743	-2641.6877750199583	31.517110598403445	0.001615986133590883	-132.00237497932216	1.858865792701723	4.167676422468864	8.179011188093376	6.4611876319333446	2.264812657977557	14	8	19	2	13
670000	-2797.2019116631964	-2645.1245152267816	-152.07739643641483	-2645.1245152267816	36.23502004893658	0.0015472351909383677	-138.97326700629182	2.1090313047269182	3.1836397342699483	5.373929167116991	14.375154445508066	3.365167199661723	13	1	4	21	17
680000	-2781.5837549352286	-2634.569256522954	-147.0144984122743	-2634.569256522954	32.42625179979194	0.001794938563360026	-133.84224753727926	2.072138135510906	3.4447669490327417	6.556972957948892	13.977326977156507	3.6720223352148444	11	18	5	7	15
690000	-2799.2608905963916	-2635.235228131618	-164.02566246477343	-2635.235228131618	32.38503947497639	0.0016044608312353217	-152.84576894163203	5.616579363640775	3.5306958231790793	4.291352158468031	5.205246698140778	1.5806294400457528	4	3	27	17	5
700000	-2803.668147843845	-2642.441730105234	-161.22641773861096	-2642.441730105234	32.74792659248891	0.0015160706771766795	-148.86456823199845	4.085867193616166	5.103679518168141	5.0285645066447575	5.027333696886998	7.302968577409127	4	4	5	21	22
710000	-2788.2764047564183	-2640.129627878414	-148.1467768780046	-2640.129627878414	32.48936568945397	0.001847113980975355	-136.58208973543736	2.1000378556967907	2.5790220353159143	5.826636808075371	8.2720322259858	2.90370819903314	7	3	20	15	11
720000	-2785.931681389151	-2649.2734405197657	-136.65824086938517	-2649.2734405197657	32.37024831734945	0.0016178726590290403	-125.84687371356105	1.0139252592618162	1.7355480356719408	5.608869343283085	3.0875174212042404	5.825310429426264	6	8	2	10	30
730000	-2793.5455981676214	-2638.1769003569198	-155.36869781070172	-2638.1769003569198	35.99014850375078	0.0016163361390011991	-140.89694172193094	2.3114143019332443	5.508471787101256	5.198553849234621	6.157555578905846	19.164258347939395	12	8	1	34	1
740000	-2802.328522605347	-2644.775985945012	-157.55253666033533	-2644.775985945012	37.09288752450864	0.0015434890664483383	-144.79769996805422	0.9670091377258376	1.904084570698816	8.683998913562775	7.953634885330813	3.9542062367182043	3	10	24	4	15
750000	-2801.170701714945	-2636.647191969897	-164.52350974504833	-2636.647191969897	33.39483519036984	0.0016357039224567564	-150.69515975645567	3.7961768944726195	4.289170634490155	11.51460137123755	2.6988078185688744	5.988706199097739	19	4	20	7	6
760000	-2814.7545940759032	-2648.186822765543	-166.56777131036023	-2648.186822765543	38.29693304678333	0.001217099219660716	-155.12810571221377	2.211990664760114	2.6214453848262713	4.967779689673063	6.431639392193486	6.747562745619309	5	8	3	33	7
770000	-2791.1958644966103	-2643.1314374272433	-148.06442706936713	-2643.1314374272433	35.31502776975449	0.0016246360432475983	-136.79021387312648	0.8280035904711465	1.5605715756236167	5.76547941982583	4.197147827954338	7.190375330749975	6	1	3	22	24
780000	-2794.5223016172713	-2639.7130690832114	-154.8092325340598	-2639.7130690832114	30.517696126975327	0.0018103445277204999	-143.11291073600583	1.7484505300562372	2.6615994064714883	7.606000469483537	6.690830107547447	2.747516868978017	2	11	12	24	7
790000	-2806.719341735837	-2646.392910720645	-160.32643101519201	-2646.392910720645	35.20167085343236	0.0013248813996772782	-147.0957875015416	2.9439345975393927	5.024993628394368	4.7136777140572494	10.775558846579967	6.443927701047072	5	20	10	10	11
800000	-2787.2460205013767	-2639.193047416352	-148.052973085025	-2639.193047416352	31.681865928847337	0.0017659574366795346	-135.14167144885408	1.9078488719567197	2.6132014588609116	8.935275929689668	5.633034090470619	7.439531190692889	11	4	4	31	6
810000	-2772.4740418449887	-2631.5972290187874	-140.8768128262013	-2631.5972290187874	31.601879476771302	0.001962431384869708	-129.61270622546007	1.1590692962355669	3.8890255334669606	3.141781825318138	6.599136288845633	2.081248208668335	3	9	17	10	17
820000	-2781.7208632617962	-2641.325821842751	-140.3950414190453	-2641.325821842751	30.503083694015647	0.0019145638636394967	-129.17609637490983	2.2297759196565083	4.199965408337845	5.49905744013434	6.649254385770566	1.1897548569908125	14	8	22	2	10
830000	-2796.980151215641	-2647.803891025959	-149.1762601896821	-2647.803891025959	32.00472924534728	0.002164732795344866	-137.0180030713441	3.824170476454976	8.786394962393434	4.675161334870135	3.504682756959707	3.2477227223596548	11	18	17	2	8
840000	-2796.8623524524155	-2643.5416165809434	-153.32073587147238	-2643.5416165809434	35.03931494175292	0.0015585562053722095	-141.97548782042213	3.601663770974353	4.437368794080044	6.141959270132427	4.619729783303227	2.6728750286817258	5	1	32	9	9
850000	-2803.6907169991655	-2634.349558871614	-169.3411581275512	-2634.349558871614	32.99886816637913	0.0016309171241916597	-155.69378383248792	3.0439486315491147	7.302557310757817	9.661529922080433	4.813467678191274	6.608816204454444	7	17	20	2	10
860000	-2798.657590607186	-2637.647633939618	-161.00995666756802	-2637.647633939618	32.644688136104214	0.00195176960097015	-146.07052901495774	3.042631603830143	12.631646732876325	6.8815240998666	8.054541956110395	2.3833703360638356	17	11	12	9	7
870000	-2792.2883059439655	-2631.6373436662693	-160.65096227769607	-2631.6373436662693	34.45509577829946	0.001708861733241282	-142.9009879315355	1.9433227562424236	12.507716818981615	6.393543770234787	13.940966081053588	3.8590426270210587	12	6	18	3	17
880000	-2808.3174433682902	-2636.187741678234	-172.12970169005604	-2636.187741678234	35.77304654145051	0.0014658864779825912	-159.1272953398336	3.445158213704616	4.574772922642863	8.875005562196758	8.657964105873361	3.660357748325974	6	1	12	29	8
890000	-2796.963697873169	-2638.6863053829447	-158.27739249022463	-2638.6863053829447	34.94847044543131	0.0017983921944448947	-148.26935859778	1.1812546567016144	1.1196667879896498	3.344978847259221	6.2224509605040526	4.546424945154605	1	2	6	32	15
900000	-2814.686685990103	-2647.2964636801435	-167.3902223099594	-2647.2964636801435	30.433030439219536	0.0016815979200186539	-154.6549886924808	3.9116899340426325	2.960413375109428	7.144178945137856	9.423474466416721	2.104948083607758	10	1	8	28	9
910000	-2801.8009726557034	-2645.6829857234534	-156.11798693225012	-2645.6829857234534	31.328298623303162	0.0016938355647399081	-142.84228489289313	3.6303172482073447	3.0714537792678906	7.5837819324888835	0.9946939595818783	4.086087233763191	8	6	30	4	8
920000	-2805.1832473632453	-2633.979955892386	-171.2032914708593	-2633.979955892386	32.440815416503526	0.001382015582009809	-154.13119092131677	4.040473459984393	20.30892772819338	9.782467692673851	8.175287913114113	4.4379059066337785	14	6	6	22	8
930000	-2801.6608846088147	-2641.1778756572285	-160.48300895158638	-2641.1778756572285	31.191012795925932	0.0017002149149993732	-148.48060126276027	3.509023959505926	2.572860879312228	6.1114418933057095	8.215056706300071	1.4607299020208764	1	4	25	16	10
940000	-2796.0034662655135	-2642.352620208384	-153.65084605712926	-2642.352620208384	28.8945337874295	0.0019642752748881163	-140.65587862338634	2.7800191395101286	7.248578652876114	6.457964842658671	2.225326787882009	5.476816593973397	13	18	11	13	1
950000	-2786.002264646247	-2632.3395510998616	-153.6627135463853	-2632.3395510998616	32.65292227954418	0.0018362830951646752	-140.25911454420694	4.119299628513436	7.8998222397029965	2.6787351644874673	2.9831104709527505	9.11819946185703	25	18	5	7	1
960000	-2776.299100421157	-2628.97557997023	-147.32352045092745	-2628.97557997023	34.3509132377518	0.0018315864703000284	-135.6956353378072	1.572954341727667	4.670114119913473	5.745128288913661	2.1899967104105684	4.529237268363597	3	17	21	8	7
970000	-2780.278741498365	-2638.189997094414	-142.08874440395093	-2638.189997094414	32.05618079071431	0.0017101461919624774	-129.80852697767966	2.4461151081459276	6.309006285040901	5.844012472696974	5.571213986556619	3.9410503725882466	14	9	10	6	17
980000	-2795.4096094403735	-2636.8352701480276	-158.57433929234597	-2636.8352701480276	33.65943181488594	0.0015387913062520444	-147.32311311460407	0.7361849814736403	2.8124078715421184	6.1979452015546395	3.1547934319640603	4.175537797529202	4	9	35	1	7
990000	-2820.8590561749106	-2638.835551736703	-182.02350443820734	-2638.835551736703	37.10287203118699	0.0013070945146914494	-167.08126887965017	3.208711241804853	5.830107589921585	14.664736884120101	10.933217328504577	7.569689903352689	2	9	4	2	39
1000000	-2822.8753659563386	-2652.137264840621	-170.73810111571765	-2652.137264840621	34.764706030134874	0.0013385801563046658	-156.22150609287544	4.611132909705084	6.627523061837967	9.584429262803074	8.505190726611103	11.87971575031763	12	8	23	11	2
1010000	-2791.666396492678	-2641.215346227821	-150.45105026485697	-2641.215346227821	31.442078036720662	0.0015194776649227436	-139.08153201986534	2.7102295632167794	5.1831589369917515	7.134842106023639	1.541714511169249	2.8168406328793933	13	19	11	4	9
1020000	-2800.17812087612	-2640.697939077452	-159.48018179866827	-2640.697939077452	32.32186317107854	0.0017671391235593436	-146.69078941731092	3.0764053336927772	3.881756148278576	8.641640435182852	3.161986995430553	6.39949622462068	3	13	28	7	5
1030000	-2796.0228508491277	-2635.1011193368445	-160.9217315122832	-2635.1011193368445	34.490928777639034	0.0015233666248275328	-150.11567397758802	1.8141859380155656	0.915680410020645	2.654808560400113	7.04948362035266	5.034550344530367	2	2	6	8	38
1040000	-2798.4742009198944	-2636.593021442209	-161.88117947768524	-2636.593021442209	32.4133733601686	0.0016217663577400537	-149.12146564503982	1.6105537238942567	5.716367642030159	7.516164117868909	3.759677590951337	5.103592718900317	7	20	25	1	3
1050000	-2812.3703892817157	-2644.1955710155275	-168.17481826618834	-2644.1955710155275	38.89275455668316	0.0016311587491586676	-154.708056883726	1.1084272257483723	4.359480547408318	9.302542137576193	8.0544496971587	4.343612923686875	8	7	23	6	12
1060000	-2822.7967728263206	-2646.884944080943	-175.91182874537753	-2646.884944080943	40.13281167495282	0.001235621368697875	-159.22100474311503	2.856408584623551	7.817502661945342	21.041248974607814	16.876006869826544	7.299234112804679	15	2	1	5	33
1070000	-2817.1742117571184	-2646.8075814391905	-170.36663031792793	-2646.8075814391905	37.2466125451717	0.0015805003688898647	-159.6088252561206	1.2364641755460888	1.1670881279071417	3.2939091015187194	8.29074422471601	4.877873185466824	1	4	4	36	11
1080000	-2792.178072576516	-2637.022243450311	-155.1558291262048	-2637.022243450311	31.11167248927571	0.001727689107367322	-143.3602932578899	4.753068544929268	3.287190799195039	6.508166576686197	1.557042077683136	3.521066294255373	5	5	37	4	5
1090000	-2776.9319163152677	-2637.8966777211513	-139.0352385941166	-2637.8966777211513	29.749691453042157	0.001676806436177862	-128.07463418261236	1.7034462610336412	1.6271244759712762	6.77009847332707	1.78829733949902	2.7442974932372945	3	11	29	6	7
1100000	-2791.719755530116	-2646.6104555544434	-145.1092999756724	-2646.6104555544434	31.614901736698073	0.0017953134776813842	-133.11675259917263	1.4844694762988122	2.5121690626278856	7.99714320878853	3.1425834202418295	5.620605630063469	10	4	27	12	3
1110000	-2788.1272361798933	-2641.0098808133375	-147.11735536655559	-2641.0098808133375	28.197207386045772	0.0018254151436406364	-136.42637413493614	7.175179159358323	10.989022891754196	2.845128737336246	2.0309270691350987	0.1918471081468418	24	14	5	12	1
1120000	-2794.18357906292	-2632.796201310975	-161.38737775194542	-2632.796201310975	34.352637599997486	0.0016659214630746363	-148.61586339355893	2.1816214351446446	5.461376957075222	10.571025579233702	5.451161530612968	2.753420221539261	9	9	21	8	9
1130000	-2800.3437201588545	-2636.948551666167	-163.39516849268728	-2636.948551666167	35.02932244387029	0.0014074550854764382	-151.43138221668048	2.6570142275712088	3.197545713978417	2.0356736221309872	7.399521151573852	4.881889920292647	5	4	6	25	16
1140000	-2801.435742352515	-2636.000874577409	-165.434867775106	-2636.000874577409	35.198515654869595	0.0016366286021576575	-151.67743635020562	3.66855497501518	7.785938978699514	5.136960030425126	8.294321683172019	7.935414724615856	10	30	6	4	6
1150000	-2801.0645940147174	-2643.7567804889454	-157.3078135257721	-2643.7567804889454	32.06720077000483	0.0016344957031586883	-144.62327852618296	5.144295643919781	8.317046446838733	4.670922805971534	6.349960977610803	2.3038921815640863	12	14	17	3	10
1160000	-2804.115612631268	-2646.1615348918385	-157.95407773942952	-2646.1615348918385	29.43962985373722	0.0016787032193420542	-145.9945971570486	1.8172449082610822	4.064916938714276	8.387639095169652	7.3787257476315755	0.4212576850322814	12	5	16	18	5
1170000	-2793.1019110923535	-2637.815601250241	-155.28630984211273	-2637.815601250241	33.32350982430348	0.0014743540007789038	-139.8455323985284	2.3592223433513393	13.618070818204247	3.9398397293788148	4.2903896593789606	4.868054959899798	16	6	5	4	25
1180000	-2794.1541508436007	-2637.5026678401573	-156.65148300344333	-2637.5026678401573	34.449814113121576	0.0017910066025927324	-144.3050562928849	2.604906107820859	3.9064622608845903	5.653799196905617	9.807497657543651	3.6474365989389126	8	11	4	18	15
1190000	-2785.3267099031514	-2636.8320438472015	-148.4946660559497	-2636.8320438472015	32.74587998521042	0.0018447029160145911	-139.57273511421715	5.711676787386817	1.686124540892268	2.409927513305657	2.3860699401600294	1.0752862193362502	38	3	7	5	3
1200000	-2799.4678403715143	-2640.7027577805443	-158.76508259096988	-2640.7027577805443	32.8517946426576	0.0015069071856574111	-147.2843925160578	3.2544258922616613	2.944257062584802	6.21214689953705	6.775332259668286	1.3261687279076793	3	16	2	26	9
1210000	-2780.307554289818	-2641.482620471032	-138.8249338187862	-2641.482620471032	30.355890720086116	0.002029164706913377	-127.35994143175502	3.755127605747729	5.063798514233521	7.72794638482702	3.884869338383118	1.621449710166778	15	9	20	5	7
1220000	-2779.6962936295486	-2639.784731502461	-139.91156212708762	-2639.784731502461	31.935294112931945	0.0019179130528729114	-128.03975597824387	1.357101179825453	3.8346209643978124	5.221716675423614	8.06118819185276	3.5956024094359873	12	1	8	19	16
1230000	-2825.115411983932	-2651.420483269914	-173.69492871401846	-2651.420483269914	41.13078777843862	0.0013987902076120847	-160.58044411217344	4.549639946180076	10.069335494763973	5.925349853619968	5.162513301803562	3.517224430948221	20	17	3	5	11
1240000	-2796.5474251639885	-2643.714034591707	-152.83339057228176	-2643.714034591707	31.9396415576564	0.0016787078149713831	-139.86660028038543	1.999373259361358	3.359549522560327	10.786130932596029	2.4929489015123245	4.875144174440518	7	22	11	7	9
1250000	-2786.5469697686763	-2638.109499303937	-148.4374704647392	-2638.109499303937	31.965987937315894	0.0016121508660328432	-137.48202908530106	2.3716476764097894	2.9952668441156685	6.142839193144994	5.617249039201343	2.0327372652119124	17	3	2	22	12
1260000	-2779.8855661254574	-2637.062665038161	-142.82290108729637	-2637.062665038161	34.24847295917409	0.0019105932187885887	-131.92703568251122	3.3912753408258616	2.652096174590032	4.751296666667476	5.504635148516703	2.653126979368075	4	6	1	35	10
1270000	-2792.4964236555593	-2639.886775857224	-152.60964779833506	-2639.886775857224	35.00673751253234	0.0016953090987576762	-139.03184516822193	4.363772320552974	5.789504274833698	3.811280468455399	10.652805619288786	4.167296553524911	9	23	3	4	17
1280000	-2775.934733280347	-2631.280985559674	-144.65374772067315	-2631.280985559674	32.4398158542088	0.0020400812070823964	-134.03254367405088	0.9651574247609865	2.802447421657376	6.91646502190898	2.0743079043874757	2.7517192935619543	3	8	31	5	9
1290000	-2790.907581012228	-2645.665096451311	-145.24248456091712	-2645.665096451311	28.193803566857856	0.002012267324715051	-133.83125576183897	2.427221529239512	1.8062547974031893	6.183585080297899	4.6213085101656475	3.5998012393922005	13	2	4	30	7
1300000	-2810.626157750714	-2649.1596196390983	-161.46653811161573	-2649.1596196390983	30.97336033815507	0.0016635450768106145	-148.68360545342736	2.3315753916755924	5.889215901578734	4.264774141500362	8.685563748919101	3.631157912338806	13	21	8	4	10
1310000	-2806.717809409881	-2653.7854425403766	-152.93236686950445	-2653.7854425403766	32.421652117152135	0.0015531397559627545	-139.05693805250226	2.9857580808840907	11.729431122126133	3.733108137869357	3.4358219737786513	5.177885120429013	18	18	16	2	2
1320000	-2797.100111285097	-2647.0419242517232	-150.05818703337337	-2647.0419242517232	29.153501438058868	0.0015844043157880112	-135.3971712643066	2.4538631464278082	5.885438999496946	13.070579014563807	14.018735847330486	2.6724752687868834	11	10	16	5	14
1330000	-2814.0459723706804	-2644.4410650850878	-169.6049072855925	-2644.4410650850878	37.5287515777079	0.0014769775536821912	-152.72501672656398	6.8821751807271925	4.644939810130219	7.416895889580139	26.9663530158714	7.561351335135314	4	18	8	2	24
1340000	-2822.717227196149	-2644.6890155254937	-178.02821167065545	-2644.6890155254937	37.40038223515579	0.001375276641193389	-163.81206070219676	5.210775407418991	10.391535541964954	9.425371712648449	7.626443052028913	4.486421469798502	17	9	6	11	13
1350000	-2802.4085809986373	-2638.9491527741784	-163.459428224459	-2638.9491527741784	32.820960656713	0.0016076962100072592	-149.6357697918319	2.8824007951762334	6.84042697933884	5.072200769149112	11.30581000783688	4.418546439035021	9	5	7	22	13
1360000	-2815.207551610077	-2644.7826450823945	-170.4249065276826	-2644.7826450823945	33.17177068783564	0.001468026804819513	-157.18892324350645	3.6757052053120742	2.282409008852497	5.958062764677234	9.966806295004556	8.163389746779753	8	4	3	25	16
1370000	-2801.007697196001	-2642.891209578095	-158.11648761790593	-2642.891209578095	32.19405307110487	0.0019154896944414538	-141.87641901435663	2.3561299152449253	12.624483340397338	16.711840851379296	3.245626541899228	3.6378420340207844	31	5	4	3	13
1380000	-2792.1792422086446	-2637.158106334519	-155.02113587412555	-2637.158106334519	33.63844939237156	0.0017453600915902554	-143.07137509917897	2.699073985735908	2.9162814473474046	7.785691778643378	2.487989356712246	4.6279208316390745	8	6	24	12	6
1390000	-2783.748526703217	-2635.0417337377244	-148.70679296549275	-2635.0417337377244	32.078765240566554	0.00177611564879259	-138.02086253295852	3.2812711841826623	2.6711774707208504	2.946880946598015	5.35844946027955	4.457689325692678	9	8	12	16	11
1400000	-2784.043285476359	-2634.572311460749	-149.47097401561	-2634.572311460749	32.76672126634846	0.0017627770740617674	-136.88634833734747	2.687324129805946	3.9944209373085355	6.737116176870627	10.492212188106096	2.454868979160106	5	19	12	2	18
1410000	-2783.5197854191706	-2634.5814245583	-148.93836086087057	-2634.5814245583	35.11409702099622	0.0017304271519903887	-137.64559306934188	3.5600238393632506	1.9775337915911018	2.7286158634941207	7.146010182609631	3.907648672582483	2	13	15	13	13
